 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.
451,d2c2_fullz_trek1.tif:0801-0773,0.015,138.415,61.015,101,42,277,11.598,12.025,11.599,12.023,0.466
452,d2c2_fullz_trek1.tif:0659-0772,0.016,139.203,66.364,57,48,291,11.597,9.888,11.596,9.889,0.477
453,d2c2_fullz_trek1.tif:0486-0815,0.017,140.36,56.596,118,52,268,12.234,7.29,12.235,7.289,0.475
454,d2c2_fullz_trek1.tif:0499-1168,0.015,140.373,61.16,71,35,264,17.54,7.501,17.538,7.499,0.464
455,d2c2_fullz_trek1.tif:0180-0452,0.017,140.605,72.55,68,30,338,6.79,2.697,6.793,2.689,0.493
456,d2c2_fullz_trek1.tif:0233-0260,0.016,140.914,71.408,87,44,315,3.907,3.5,3.908,3.499,0.477
457,d2c2_fullz_trek1.tif:0176-0250,0.015,141.735,79.939,73,35,334,3.758,2.642,3.756,2.643,0.467
458,d2c2_fullz_trek1.tif:0959-0638,0.017,141.766,63.692,231,46,273,9.58,14.396,9.579,14.397,0.485
459,d2c2_fullz_trek1.tif:0469-0348,0.015,142.209,57.293,83,56,272,5.231,7.045,5.231,7.044,0.47
460,d2c2_fullz_trek1.tif:0593-0337,0.015,142.227,66.24,85,43,303,5.053,8.9,5.052,8.9,0.455
461,d2c2_fullz_trek1.tif:0482-0837,0.013,142.441,79.897,67,42,324,12.556,7.238,12.558,7.237,0.454
462,d2c2_fullz_trek1.tif:0843-0974,0.014,142.475,91.882,39,39,370,14.624,12.653,14.621,12.654,0.441
463,d2c2_fullz_trek1.tif:0709-0410,0.014,142.476,64.331,58,40,290,6.149,10.648,6.151,10.648,0.451
464,d2c2_fullz_trek1.tif:0647-1019,0.015,142.788,52.705,125,68,264,15.292,9.711,15.293,9.711,0.468
465,d2c2_fullz_trek1.tif:0358-0702,0.018,142.926,63.078,52,38,265,10.538,5.382,10.544,5.383,0.509
466,d2c2_fullz_trek1.tif:0674-0405,0.017,143.311,68.267,82,45,302,6.085,10.127,6.087,10.126,0.489
467,d2c2_fullz_trek1.tif:0246-0270,0.015,143.636,72.783,75,43,307,4.064,3.7,4.064,3.701,0.472
